"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
8837,"false",500,"B","AUNLOQV08K9E24SZMYGD","resultModule1","true","AUXWDL2MC8YB9U7S5FAQ","[object Object]","[object Object]","NA","NA",1488021420798,"lgc0"
12263,"false",1000,"B","AUTAWLKOZ6J2P719SR5V","resultModule1","true","AUC7H1G6QNFVPSZKLW8T","[object Object]","[object Object]","NA","NA",1488021424155,"lgc0"
21795,"false",0,"A","AUC7H1G6QNFVPSZKLW8T","resultModule1","true","AUTAWLKOZ6J2P719SR5V","[object Object]","[object Object]","NA","NA",1488021434142,"lgc0"
26826,"false",500,"A","AUXWDL2MC8YB9U7S5FAQ","resultModule1","true","AUNLOQV08K9E24SZMYGD","[object Object]","[object Object]","NA","NA",1488021438866,"lgc0"
