"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
8067,"false","dice",5,5,"true","AUCG523NIJE1W690ZB7V","[object Object]","[object Object]","NA","NA",1506290812747,"lgc0"
9882,"false","dice",3,3,"true","AUQW8BLTYZ9GK7VFDCOM","[object Object]","[object Object]","NA","NA",1506290814646,"lgc0"
9997,"false","dice",3,3,"true","AUMZO301CKS56HALGU8X","[object Object]","[object Object]","NA","NA",1506290815019,"lgc0"
120015,"false","NA","NA","NA","true","AU5VUBT3WCQ6YEON9084","[object Object]","[object Object]","NA","NA",1506290924957,"lgc0"
