access, exit, bonus, terminated
AU34IUXMVBNOWJG962L7, EyqLMbjslAfHQGXd, 5.6, false
AUPH7DWXYS6LITM2FZU3, EEy9mfexY7Kckb8g, 2.64, false
AU9KARUDJFN80G6YBHSV, EpP1OgWqn25Z3Nhs, 3.71, false
AUL1N3CVPRIS7FJHGEKW, ERyrkoFCQOvUwTiG, 2.35, false
