"time","timeup","module","done","player","stage","stage","step","round","timestamp","session"
5770,"false","resultModule1","true","AURQ94J1EPG3M7YKV826","[object Object]","[object Object]","NA","NA",1506260390936,"lgc0"
9828,"false","resultModule1","true","AUNLB8P3AS4WDT2IHZ7Q","[object Object]","[object Object]","NA","NA",1506260395089,"lgc0"
12934,"false","resultModule1","true","AUCG523NIJE1W690ZB7V","[object Object]","[object Object]","NA","NA",1506260398424,"lgc0"
16144,"false","resultModule1","true","AU21GXTBRFJ85YUV9LDK","[object Object]","[object Object]","NA","NA",1506260401428,"lgc0"
