"time","timeup","module","totalEarnings","finalEarnings","done","player","stage","stage","step","round","timestamp","session"
3147,"false","Module1","NA",0,"true","AURQ94J1EPG3M7YKV826","[object Object]","[object Object]","NA","NA",1506259750765,"lgc0"
5018,"false","Module0","NA",0,"true","AUNLB8P3AS4WDT2IHZ7Q","[object Object]","[object Object]","NA","NA",1506259752813,"lgc0"
9619,"false","Module1","NA",0,"true","AU21GXTBRFJ85YUV9LDK","[object Object]","[object Object]","NA","NA",1506259757395,"lgc0"
3687,"false","Module0","NA",0,"true","AUCG523NIJE1W690ZB7V","[object Object]","[object Object]","NA","NA",1506259759264,"lgc0"
