"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
5015,"false","dice",5,5,"true","AUNLB8P3AS4WDT2IHZ7Q","[object Object]","[object Object]","NA","NA",1506260261652,"lgc0"
6065,"false","dice",3,3,"true","AURQ94J1EPG3M7YKV826","[object Object]","[object Object]","NA","NA",1506260262090,"lgc0"
6858,"false","dice",2,6,"true","AUCG523NIJE1W690ZB7V","[object Object]","[object Object]","NA","NA",1506260263572,"lgc0"
10519,"false","dice",6,6,"true","AU21GXTBRFJ85YUV9LDK","[object Object]","[object Object]","NA","NA",1506260267453,"lgc0"
