access, exit, bonus, terminated
AUF6TUXWL0SNKP15VZQY, E0zeE6lnFCSPXHsx, 2.9364, false
AUVFS52E9L1MHWNPUC38, EFBCk2WNfL5rxGqw, 4.7708, false
