"time","timeup","module","arrayAnswers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
47499,"false","Module4","A\,A\,B\,A\,B\,B\,A\,A\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU5V28EZIO1TWQG6RLBC","[object Object]","[object Object]","NA","NA",1518175680182,"lgc0"
71921,"false","Module4","A\,A\,A\,A\,A\,A\,A\,A\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU6JOQDNV0IL2ZHUF5XT","[object Object]","[object Object]","NA","NA",1518175705275,"lgc0"
121589,"false","Module4","A\,A\,A\,A\,A\,A\,A\,A\,A\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU5YO6KGZAW1PM0UDVCB","[object Object]","[object Object]","NA","NA",1518175754201,"lgc0"
164039,"false","Module4","A\,A\,A\,A\,A\,B\,B\,B\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU63HO87C9LXTAEGQKUY","[object Object]","[object Object]","NA","NA",1518175796794,"lgc0"
