"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
5227,"false",1000,"A","AU63HO87C9LXTAEGQKUY","resultModule1","true","AU5YO6KGZAW1PM0UDVCB","[object Object]","[object Object]","NA","NA",1518175993330,"lgc0"
8929,"false",0,"NA","NA","NA","true","AU6JOQDNV0IL2ZHUF5XT","[object Object]","[object Object]","NA","NA",1518175997135,"lgc0"
14837,"false",0,"B","AU5YO6KGZAW1PM0UDVCB","resultModule1","true","AU63HO87C9LXTAEGQKUY","[object Object]","[object Object]","NA","NA",1518176003058,"lgc0"
20925,"false",2,"B","AU6JOQDNV0IL2ZHUF5XT","resultModule1","true","AU5V28EZIO1TWQG6RLBC","[object Object]","[object Object]","NA","NA",1518176009151,"lgc0"
