"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
4360,"false","dice",0,6,"true","AU5V28EZIO1TWQG6RLBC","[object Object]","[object Object]","NA","NA",1518175831784,"lgc0"
6526,"false","dice",4,4,"true","AU63HO87C9LXTAEGQKUY","[object Object]","[object Object]","NA","NA",1518175834465,"lgc0"
6795,"false","dice",5,6,"true","AU6JOQDNV0IL2ZHUF5XT","[object Object]","[object Object]","NA","NA",1518175834593,"lgc0"
10931,"false","dice",4,4,"true","AU5YO6KGZAW1PM0UDVCB","[object Object]","[object Object]","NA","NA",1518175838218,"lgc0"
