"time","timeup","module","arrayAnsers","done","player","stage","stage","step","round","timestamp","session"
5012,"false","questionary3",11,"true","AU5YO6KGZAW1PM0UDVCB","[object Object]","[object Object]","NA","NA",1518175949874,"lgc0"
22775,"false","questionary3",12,"true","AU5V28EZIO1TWQG6RLBC","[object Object]","[object Object]","NA","NA",1518175967776,"lgc0"
32544,"false","questionary3",10,"true","AU63HO87C9LXTAEGQKUY","[object Object]","[object Object]","NA","NA",1518175977470,"lgc0"
34561,"false","questionary3",3,"true","AU6JOQDNV0IL2ZHUF5XT","[object Object]","[object Object]","NA","NA",1518175987771,"lgc0"
