access, exit, bonus, terminated
AUPH7DWXYS6LITM2FZU3, EEy9mfexY7Kckb8g, 4729.6875, false
AUPR5FZ6D98S420Y3QA7, EQLz8XuHNBZsKahA, 3070.9375, false
AUPVIL0Z91WFX2D65MQ8, EcaC8ez2fQ3ZEnP9, 2453.4375, false
AUPWJO8QBMC2H6G097IF, EITEhYl4kGBr8nWt, 3745.9375, false
