"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
8934,"false",900,"A","AUPR5FZ6D98S420Y3QA7","resultModule1","true","AUPWJO8QBMC2H6G097IF","[object Object]","[object Object]","NA","NA",1512747902151,"lgc0"
10617,"false",650,"A","AUPVIL0Z91WFX2D65MQ8","resultModule1","true","AUPH7DWXYS6LITM2FZU3","[object Object]","[object Object]","NA","NA",1512747903992,"lgc0"
12566,"false",100,"B","AUPWJO8QBMC2H6G097IF","resultModule1","true","AUPR5FZ6D98S420Y3QA7","[object Object]","[object Object]","NA","NA",1512747905713,"lgc0"
27848,"false",350,"B","AUPH7DWXYS6LITM2FZU3","resultModule1","true","AUPVIL0Z91WFX2D65MQ8","[object Object]","[object Object]","NA","NA",1512747921156,"lgc0"
