"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
7134,"false","dice",2,2,"true","AUPR5FZ6D98S420Y3QA7","[object Object]","[object Object]","NA","NA",1512747713595,"lgc0"
16004,"false","dice",1,1,"true","AUPWJO8QBMC2H6G097IF","[object Object]","[object Object]","NA","NA",1512747722358,"lgc0"
19703,"false","dice",2,2,"true","AUPVIL0Z91WFX2D65MQ8","[object Object]","[object Object]","NA","NA",1512747725657,"lgc0"
23909,"false","dice",2,6,"true","AUPH7DWXYS6LITM2FZU3","[object Object]","[object Object]","NA","NA",1512747729852,"lgc0"
