"time","timeup","module","arrayAnsers","done","player","stage","stage","step","round","timestamp","session"
6834,"false","questionary3",3,"true","AU4JSCQYFEDHWXGBIUP7","[object Object]","[object Object]","NA","NA",1489614896296,"lgc0"
19877,"false","questionary3",1,"true","AU3XCNV1WUP7HAQZEIB8","[object Object]","[object Object]","NA","NA",1489614908707,"lgc0"
20331,"false","questionary3",18,"true","AU5IWF9KDZBSCYMQN841","[object Object]","[object Object]","NA","NA",1489614909228,"lgc0"
28563,"false","questionary3",3,"true","AU3DGMEJFONVXQUCPW0A","[object Object]","[object Object]","NA","NA",1489614917468,"lgc0"
