"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
8692,"false",500,1,"B","AU8K40BLH6FGXC2QDERA","Module1","true","AUNLB8P3AS4WDT2IHZ7Q","[object Object]","[object Object]","NA","NA",1506289413834,"lgc0"
8170,"false",500,500,"A","AUNLB8P3AS4WDT2IHZ7Q","Module1","true","AU8K40BLH6FGXC2QDERA","[object Object]","[object Object]","NA","NA",1506289413883,"lgc0"
20892,"false",800,200,"A","AU1PY72VN5CIW9EXAJRF","Module1","true","AURQ94J1EPG3M7YKV826","[object Object]","[object Object]","NA","NA",1506289425928,"lgc0"
20412,"false",200,500,"B","AURQ94J1EPG3M7YKV826","Module1","true","AU1PY72VN5CIW9EXAJRF","[object Object]","[object Object]","NA","NA",1506289426188,"lgc0"
