"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
7320,"false","dice",3,3,"true","AU8K40BLH6FGXC2QDERA","[object Object]","[object Object]","NA","NA",1506290249523,"lgc0"
8963,"false","dice",4,4,"true","AUNLB8P3AS4WDT2IHZ7Q","[object Object]","[object Object]","NA","NA",1506290249526,"lgc0"
14029,"false","dice",1,1,"true","AU1PY72VN5CIW9EXAJRF","[object Object]","[object Object]","NA","NA",1506290255010,"lgc0"
14765,"false","dice",5,5,"true","AURQ94J1EPG3M7YKV826","[object Object]","[object Object]","NA","NA",1506290255023,"lgc0"
