access, exit, bonus, terminated
AUV3DF97ZW0KGHY5TJRP, E7mW0DlgwcETo5su, 5.55, false
AUCT72Y6N4GBZJXKHPF8, ErJbfY0NThHIM4n8, 3.45, false
AUWP0HJARCIVG25YK4M9, EMwhpFQ7HV0RoDI8, 0.8, false
