access, exit, bonus, terminated
AUW52E6HG1RZBVMF4TD0, EKsQUfiyZTbeCkY4, 2.86625, false
AUX54WFI3ZVG6PT1JAL2, EcoYQduNb47sgD2y, 2.66625, false
AUFSKLBEG30PUW1CVT7N, EkeuNcD5sxACo6bU, 3.65125, false
AU8RXEVINMBJLS4WZQ3D, EnWkpcEvN6T01fC5, 3.36625, false
