"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
38181,"false",600,400,"A","AUW52E6HG1RZBVMF4TD0","Module1","true","AUFSKLBEG30PUW1CVT7N","[object Object]","[object Object]","NA","NA",1489689733731,"lgc0"
32754,"false",800,200,"A","AUX54WFI3ZVG6PT1JAL2","Module1","true","AU8RXEVINMBJLS4WZQ3D","[object Object]","[object Object]","NA","NA",1489689733733,"lgc0"
38365,"false",400,0,"B","AUFSKLBEG30PUW1CVT7N","Module1","true","AUW52E6HG1RZBVMF4TD0","[object Object]","[object Object]","NA","NA",1489689733812,"lgc0"
38258,"false",200,0,"B","AU8RXEVINMBJLS4WZQ3D","Module1","true","AUX54WFI3ZVG6PT1JAL2","[object Object]","[object Object]","NA","NA",1489689733824,"lgc0"
