"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
5092,"false",1200,"false",120,1350,1337.5,9,"G",2,"resultModule2","true","AU9OUC4YAQV6SM0KI8PE","[object Object]","[object Object]","NA",2,1488025709323,"lgc0"
6621,"false",1000,"false",100,1050,1057.5,7,"K",2,"resultModule2","true","AU4X63OAKJMPYFW0UZB9","[object Object]","[object Object]","NA",2,1488025716113,"lgc0"
9945,"false",0,"false",0,2250,2357.5,15,"K",2,"resultModule2","true","AUB74LVD2P6GCH5JI1YN","[object Object]","[object Object]","NA",2,1488025725889,"lgc0"
10631,"false",2100,"false",210,2100,1997.5,14,"G",2,"resultModule2","true","AUH4GFEBVOI3D7P2QTYL","[object Object]","[object Object]","NA",2,1488025727493,"lgc0"
