"time","timeup","module","arrayAnswers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
61395,"false","Module4","A\,A\,A\,A\,A\,A\,B\,B\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUH4GFEBVOI3D7P2QTYL","[object Object]","[object Object]","NA","NA",1488025508172,"lgc0"
65688,"false","Module4","A\,A\,A\,A\,B\,B\,B\,B\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUB74LVD2P6GCH5JI1YN","[object Object]","[object Object]","NA","NA",1488025512779,"lgc0"
84968,"false","Module4","A\,A\,A\,A\,A\,A\,A\,A\,A\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU4X63OAKJMPYFW0UZB9","[object Object]","[object Object]","NA","NA",1488025531820,"lgc0"
93267,"false","Module4","A\,A\,A\,A\,A\,A\,A\,A\,A\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU9OUC4YAQV6SM0KI8PE","[object Object]","[object Object]","NA","NA",1488025540350,"lgc0"
