"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
"5993","false","900","false","270","1800","1867.5","12","G","1","resultModule2","true","AUH4GFEBVOI3D7P2QTYL","[object Object]","[object Object]","NA","1","1458860005115","lgc0"
"7592","false","1650","false","495","1650","1492.5","11","G","1","resultModule2","true","AU2TQ1FYLMRBD347I80H","[object Object]","[object Object]","NA","1","1458860007172","lgc0"
"13794","false","1350","false","405","1350","1282.5","9","K","1","resultModule2","true","AUB74LVD2P6GCH5JI1YN","[object Object]","[object Object]","NA","1","1458860014027","lgc0"
"21753","false","600","false","180","600","757.5","4","K","1","resultModule2","true","AU8YU7P3HXW5LEC61MZ9","[object Object]","[object Object]","NA","1","1458860026105","lgc0"
