access, exit, bonus, terminated
AU34IUXMVBNOWJG962L7, EyqLMbjslAfHQGXd, 2850.625, false
AU5IWF9KDZBSCYMQN841, EKluRJYXLS5qnHC8, 3205.625, false
AU2ZVFNIW7O9TRMXSPAJ, E6eTuRYoHSIlbkaE, 3000.625, false
AU8D0AI1Z4T9Q76CGR3E, ECGnAY5qtsmLewfl, 4343.125, false
