"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
10325,"false",350,"B","AU2ZVFNIW7O9TRMXSPAJ","resultModule1","true","AU34IUXMVBNOWJG962L7","[object Object]","[object Object]","NA","NA",1518554434285,"lgc0"
12576,"false",650,"A","AU34IUXMVBNOWJG962L7","resultModule1","true","AU2ZVFNIW7O9TRMXSPAJ","[object Object]","[object Object]","NA","NA",1518554436508,"lgc0"
23970,"false",990,"A","AU5IWF9KDZBSCYMQN841","resultModule1","true","AU8D0AI1Z4T9Q76CGR3E","[object Object]","[object Object]","NA","NA",1518554447734,"lgc0"
24501,"false",10,"B","AU8D0AI1Z4T9Q76CGR3E","resultModule1","true","AU5IWF9KDZBSCYMQN841","[object Object]","[object Object]","NA","NA",1518554448747,"lgc0"
