"time","timeup","module","arrayAnsers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
57062,"false","questionary2","1\,1\,1\,2\,2\,1\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU2ZVFNIW7O9TRMXSPAJ","[object Object]","[object Object]","NA","NA",1518554321610,"lgc0"
64559,"false","questionary2","1\,1\,1\,3\,1\,1\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU5IWF9KDZBSCYMQN841","[object Object]","[object Object]","NA","NA",1518554329817,"lgc0"
89425,"false","questionary2","2\,1\,3\,3\,3\,1\,1\,2\,2\,2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU8D0AI1Z4T9Q76CGR3E","[object Object]","[object Object]","NA","NA",1518554353778,"lgc0"
112814,"false","questionary2","3\,1\,2\,3\,2\,2\,1\,1\,1\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU34IUXMVBNOWJG962L7","[object Object]","[object Object]","NA","NA",1518554377294,"lgc0"
