"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
8658,"false",1800,"false",180,1800,1778.75,12,"G",8,"resultModule2","true","AUWXNIPMOR4JHD5ZVUBF","[object Object]","[object Object]","NA",8,1489690793704,"lgc0"
4085,"false",2100,"false",210,2100,2048.75,14,"G",8,"resultModule2","true","AU7UP3E5JLQWHFKGNM19","[object Object]","[object Object]","NA",8,1489690794004,"lgc0"
10707,"false",1650,"false",165,1650,1643.75,11,"K",8,"resultModule2","true","AUMQ2KPLOGYCUJI5AEND","[object Object]","[object Object]","NA",8,1489690802875,"lgc0"
26338,"false",800,"false",80,1050,1128.75,7,"K",8,"resultModule2","true","AU5J9O3GHACP2IXE8RMW","[object Object]","[object Object]","NA",8,1489690824204,"lgc0"
