"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
9291,"false",500,"A","AUIMGTYB839D07JCEVHR","resultModule1","true","AUVY0NL8FJM9R2TC1O57","[object Object]","[object Object]","NA","NA",1488036418383,"lgc0"
11812,"false",500,"B","AUVY0NL8FJM9R2TC1O57","resultModule1","true","AUIMGTYB839D07JCEVHR","[object Object]","[object Object]","NA","NA",1488036420835,"lgc0"
14516,"false",0,"B","AUU46BNG5QOEXP1VFIW0","resultModule1","true","AU3CSW8MJT12O9P0HLA6","[object Object]","[object Object]","NA","NA",1488036423485,"lgc0"
26860,"false",1000,"A","AU3CSW8MJT12O9P0HLA6","resultModule1","true","AUU46BNG5QOEXP1VFIW0","[object Object]","[object Object]","NA","NA",1488036436705,"lgc0"
