access, exit, bonus, terminated
AUU46BNG5QOEXP1VFIW0, Ebfrqw0nSoVx4Chu, 3.7525, false
AUIMGTYB839D07JCEVHR, EqNCeKumnHzVvShy, 2.9225, false
AU3CSW8MJT12O9P0HLA6, ELwEnfiaUXjZHSzg, 3.4625, false
AUVY0NL8FJM9R2TC1O57, EEFLASWIisuJ2fm8, 2.3625, false
