"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
5706,"false","dice",2,2,"true","AUBIT5W1A4UPJR6XQMGY","[object Object]","[object Object]","NA","NA",1505741686101,"lgc0"
7726,"false","dice",4,4,"true","AUCG523NIJE1W690ZB7V","[object Object]","[object Object]","NA","NA",1505741686177,"lgc0"
8795,"false","dice",4,4,"true","AUQW8BLTYZ9GK7VFDCOM","[object Object]","[object Object]","NA","NA",1505741687342,"lgc0"
