"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
16106,"false","dice",5,5,"true","AU1SK8IMNP934ZGA7R2T","[object Object]","[object Object]","NA","NA",1506261083666,"lgc0"
