"time","timeup","module","totalEarnings","finalEarnings","done","player","stage","stage","step","round","timestamp","session"
3500,"false","Module0","NA",0,"true","AU8Y6TNO0KF1W3JVHPB2","[object Object]","[object Object]","NA","NA",1506260394655,"lgc0"
