access, exit, bonus, terminated
AUPFEQ9B7DKMG45IR2Z6, Eb8goJY5AnPkOrwL, 3.8447999999999998, false
AU2TQ1FYLMRBD347I80H, E2xpk8XH3Et9uc7P, 2.2201, false
AU0G1XAT98KVQC25YD63, EycJq3Qi9zPXHD6e, 3.6351, false
