"time","timeup","value","done","player","stage","stage","step","round","timestamp","session"
"7417","false","0","true","AUHTSLYMJ4U6DQNE58IW","[object Object]","[object Object]","NA","NA","1458863588787","lgc0"
"8537","false","200","true","AUCKU05JXQIYL3WTFR1S","[object Object]","[object Object]","NA","NA","1458863588808","lgc0"
"10799","false","800","true","AU7OY0MBZV6GFCRNK3L5","[object Object]","[object Object]","NA","NA","1458863591123","lgc0"
"11687","false","0","true","AUIMGTYB839D07JCEVHR","[object Object]","[object Object]","NA","NA","1458863592125","lgc0"
