"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
7331,"false",750,"A","AUBWILR1QU6OEYP3AV0M","resultModule1","true","AUTQ0FP8EBMVYJS4UR3I","[object Object]","[object Object]","NA","NA",1505740835261,"lgc0"
9504,"false",500,"B","AUZB4QMU0XLW7PGS2VEF","resultModule1","true","AU8AEXDS1UP7OW63J54C","[object Object]","[object Object]","NA","NA",1505740837370,"lgc0"
13025,"false",500,"A","AU8AEXDS1UP7OW63J54C","resultModule1","true","AUZB4QMU0XLW7PGS2VEF","[object Object]","[object Object]","NA","NA",1505740841486,"lgc0"
17708,"false",250,"B","AUTQ0FP8EBMVYJS4UR3I","resultModule1","true","AUBWILR1QU6OEYP3AV0M","[object Object]","[object Object]","NA","NA",1505740845335,"lgc0"
