"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
8130,"false","dice",5,5,"true","AU8D0AI1Z4T9Q76CGR3E","[object Object]","[object Object]","NA","NA",1505087044339,"lgc0"
8810,"false","dice",4,4,"true","AUWA5XHZ367OJ2RMDIBY","[object Object]","[object Object]","NA","NA",1505087045327,"lgc0"
49641,"false","dice",0,1,"true","AU2X1ESN4IQ6HDZ3BL90","[object Object]","[object Object]","NA","NA",1505087086333,"lgc0"
