"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
7181,"false","dataResult",24,"M",8,"A","true","AU8K40BLH6FGXC2QDERA","[object Object]","[object Object]","NA","NA",1505740604416,"lgc0"
8827,"false","dataResult",32,"F",7,"A","true","AUKVJS508X7CIWHQPOAN","[object Object]","[object Object]","NA","NA",1505740606140,"lgc0"
10100,"false","dataResult",38,"F",1,"A","true","AUP3YGBLMRCW6DTAQ97X","[object Object]","[object Object]","NA","NA",1505740607350,"lgc0"
12489,"false","dataResult",45,"F",0,"B","true","AU1PY72VN5CIW9EXAJRF","[object Object]","[object Object]","NA","NA",1505740609667,"lgc0"
