"time","timeup","module","arrayAnsers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
47380,"false","questionary2","3\,2\,2\,3\,3\,3\,2\,1\,2\,3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU4UEKRX0BW2ZG5I8O3F","[object Object]","[object Object]","NA","NA",1489614190248,"lgc0"
58223,"false","questionary2","1\,1\,2\,1\,2\,3\,3\,1\,2\,2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUUOMIYPARVBLJHS9WQ4","[object Object]","[object Object]","NA","NA",1489614201342,"lgc0"
74770,"false","questionary2","1\,1\,3\,3\,3\,1\,4\,2\,2\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU8HRPI3EMV1ZYXNGUJA","[object Object]","[object Object]","NA","NA",1489614217754,"lgc0"
86575,"false","questionary2","2\,3\,2\,1\,3\,2\,1\,1\,2\,2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUTM0NIPBFZC3S91YL7J","[object Object]","[object Object]","NA","NA",1489614232629,"lgc0"
