"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
11447,"false",500,500,"B","AU1PY72VN5CIW9EXAJRF","Module1","true","AU1GUFTK8EIBCQHSR9ZN","[object Object]","[object Object]","NA","NA",1517335451704,"lgc0"
11667,"false",500,500,"A","AU1GUFTK8EIBCQHSR9ZN","Module1","true","AU1PY72VN5CIW9EXAJRF","[object Object]","[object Object]","NA","NA",1517335451746,"lgc0"
46697,"false",1000,0,"A","AU0ODT5AE89UXFBM3L2N","Module1","true","AU1I24FYT6VKMGOUD0JR","[object Object]","[object Object]","NA","NA",1517335486787,"lgc0"
45703,"false",0,500,"B","AU1I24FYT6VKMGOUD0JR","Module1","true","AU0ODT5AE89UXFBM3L2N","[object Object]","[object Object]","NA","NA",1517335486796,"lgc0"
