"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
16754,"false",50,"B","AUMQ7KD62U5GVW9ZA381","resultModule1","true","AUP2FX4V7WDBN690R58O","[object Object]","[object Object]","NA","NA",1506291671134,"lgc0"
17038,"false",950,"A","AUP2FX4V7WDBN690R58O","resultModule1","true","AUMQ7KD62U5GVW9ZA381","[object Object]","[object Object]","NA","NA",1506291671161,"lgc0"
