"time","timeup","value","input_value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
16087,"false",500,500,"A","AU15B2A7CMUOLZ3EI4V6","Module1","true","AU2TQ1FYLMRBD347I80H","[object Object]","[object Object]","NA","NA",1514996517661,"lgc0"
15976,"false",500,800,"B","AU2TQ1FYLMRBD347I80H","Module1","true","AU15B2A7CMUOLZ3EI4V6","[object Object]","[object Object]","NA","NA",1514996517693,"lgc0"
37397,"false",500,500,"A","AU1ZORBXWHSV9T54Y8LP","Module1","true","AU1GUFTK8EIBCQHSR9ZN","[object Object]","[object Object]","NA","NA",1514996539097,"lgc0"
37462,"false",500,500,"B","AU1GUFTK8EIBCQHSR9ZN","Module1","true","AU1ZORBXWHSV9T54Y8LP","[object Object]","[object Object]","NA","NA",1514996539145,"lgc0"
