"time","timeup","module","arrayAnsers","done","player","stage","stage","step","round","timestamp","session"
9364,"false","questionary3",6,"true","AU1GUFTK8EIBCQHSR9ZN","[object Object]","[object Object]","NA","NA",1514998240007,"lgc0"
9960,"false","questionary3",3,"true","AU1ZORBXWHSV9T54Y8LP","[object Object]","[object Object]","NA","NA",1514998240634,"lgc0"
20098,"false","questionary3",5,"true","AU15B2A7CMUOLZ3EI4V6","[object Object]","[object Object]","NA","NA",1514998250708,"lgc0"
21575,"false","questionary3",3,"true","AU2TQ1FYLMRBD347I80H","[object Object]","[object Object]","NA","NA",1514998252082,"lgc0"
