"time","timeup","module","choise","select","value","totalECUs","done","player","stage","stage","step","round","timestamp","session"
5589,"false","resultModule4",4,"B","1.95","NA","true","AU1GUFTK8EIBCQHSR9ZN","[object Object]","[object Object]","NA","NA",1514998275382,"lgc0"
12302,"false","resultModule4",7,"A","1.00","NA","true","AU1ZORBXWHSV9T54Y8LP","[object Object]","[object Object]","NA","NA",1514998282067,"lgc0"
10016,"false","resultModule4",2,"B","0.05","NA","true","AU15B2A7CMUOLZ3EI4V6","[object Object]","[object Object]","NA","NA",1514998293314,"lgc0"
10606,"false","resultModule4",3,"B","0.05","NA","true","AU2TQ1FYLMRBD347I80H","[object Object]","[object Object]","NA","NA",1514998299580,"lgc0"
