"time","timeup","module","arrayAnswers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
50098,"false","Module4","B\,B\,A\,A\,A\,B\,A\,A\,B\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU1ZORBXWHSV9T54Y8LP","[object Object]","[object Object]","NA","NA",1514997945368,"lgc0"
64503,"false","Module4","A\,B\,B\,B\,A\,B\,A\,B\,B\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU15B2A7CMUOLZ3EI4V6","[object Object]","[object Object]","NA","NA",1514997959672,"lgc0"
114618,"false","Module4","B\,B\,B\,B\,A\,A\,A\,A\,A\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU2TQ1FYLMRBD347I80H","[object Object]","[object Object]","NA","NA",1514998009734,"lgc0"
123065,"false","Module4","B\,B\,B\,B\,B\,B\,B\,B\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU1GUFTK8EIBCQHSR9ZN","[object Object]","[object Object]","NA","NA",1514998018398,"lgc0"
