"time","timeup","module","round","preEarnings","totalEarnings","correct","declareEarnings","statusDeclare","taxPaid","finalEarnings","taxRate","done","player","stage","stage","step","round","timestamp","session"
3666,"false","Module2",5,1500,1442,10,1500,"false",150,1350,0.1,"true","AU1ZORBXWHSV9T54Y8LP","[object Object]","[object Object]","NA",5,1514997265246,"lgc0"
3934,"false","Module2",5,150,227,1,150,"false",15,135,0.1,"true","AU1GUFTK8EIBCQHSR9ZN","[object Object]","[object Object]","NA",5,1514997265503,"lgc0"
7641,"false","Module2",5,1050,1074,7,680,"false",68,982,0.1,"true","AU15B2A7CMUOLZ3EI4V6","[object Object]","[object Object]","NA",5,1514997269241,"lgc0"
9072,"false","Module2",5,1350,1307,9,1350,"false",135,1215,0.1,"true","AU2TQ1FYLMRBD347I80H","[object Object]","[object Object]","NA",5,1514997270579,"lgc0"
