"time","timeup","module","arrayAnsers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
46966,"false","questionary2","1\,1\,2\,3\,1\,1\,1\,1\,2\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU1ZORBXWHSV9T54Y8LP","[object Object]","[object Object]","NA","NA",1514998194434,"lgc0"
61119,"false","questionary2","2\,1\,3\,1\,3\,1\,1\,1\,3\,1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU1GUFTK8EIBCQHSR9ZN","[object Object]","[object Object]","NA","NA",1514998208643,"lgc0"
71102,"false","questionary2","1\,3\,3\,3\,3\,1\,1\,1\,1\,3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU15B2A7CMUOLZ3EI4V6","[object Object]","[object Object]","NA","NA",1514998218392,"lgc0"
82852,"false","questionary2","2\,2\,2\,3\,2\,2\,1\,1\,2\,2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AU2TQ1FYLMRBD347I80H","[object Object]","[object Object]","NA","NA",1514998230163,"lgc0"
