"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
25404,"false","dataResult",54,"M",5,"B","true","AU1GUFTK8EIBCQHSR9ZN","[object Object]","[object Object]","NA","NA",1514998138827,"lgc0"
26258,"false","dataResult",63,"F",3,"B","true","AU1ZORBXWHSV9T54Y8LP","[object Object]","[object Object]","NA","NA",1514998139114,"lgc0"
28817,"false","dataResult",53,"M",2,"A","true","AU2TQ1FYLMRBD347I80H","[object Object]","[object Object]","NA","NA",1514998141461,"lgc0"
34406,"false","dataResult",38,"M",4,"B","true","AU15B2A7CMUOLZ3EI4V6","[object Object]","[object Object]","NA","NA",1514998146970,"lgc0"
