"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
5674,"false",600,"false",60,600,640,4,"K",8,"resultModule2","true","AU1GUFTK8EIBCQHSR9ZN","[object Object]","[object Object]","NA",8,1514998269365,"lgc0"
4107,"false",1500,"false",150,1500,1450,10,"G",8,"resultModule2","true","AU1ZORBXWHSV9T54Y8LP","[object Object]","[object Object]","NA",8,1514998269451,"lgc0"
16680,"false",700,"false",70,1500,1530,10,"G",8,"resultModule2","true","AU15B2A7CMUOLZ3EI4V6","[object Object]","[object Object]","NA",8,1514998283123,"lgc0"
17612,"false",1200,"false",120,1200,1180,8,"K",8,"resultModule2","true","AU2TQ1FYLMRBD347I80H","[object Object]","[object Object]","NA",8,1514998288714,"lgc0"
