"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
19034,"false","dataResult",24,"F",3,"A","true","AUUGPB8DISTOVC4XJYRW","[object Object]","[object Object]","NA","NA",1488039890922,"lgc0"
19232,"false","dataResult",27,"M",4,"A","true","AUNA950ME3SYLJOI12R7","[object Object]","[object Object]","NA","NA",1488039891173,"lgc0"
25653,"false","dataResult",21,"M",3,"B","true","AUH0N32TA6DGE4SUV1FO","[object Object]","[object Object]","NA","NA",1488039897439,"lgc0"
37768,"false","dataResult",21,"F",1,"B","true","AU7KPGVJZH0UX521D6LO","[object Object]","[object Object]","NA","NA",1488039910182,"lgc0"
