access, exit, bonus, terminated
AUF5R4AJ7V2LZWT68IGS, ExfUX8VnjYrDdMBW, 3.30625, false
AUBLMZ91STJO3WYR2Q7K, ElBDjRx18SIh4yT6, 4.05125, false
