"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
"13633","false","dataResult","52","F","0","A","true","AU6ZJ1EF0DXQA9SKBOLU","[object Object]","[object Object]","NA","NA","1458944181224","lgc0"
"24637","false","dataResult","61","F","1","A","true","AUDR0V2G1MT8KH4PFWIL","[object Object]","[object Object]","NA","NA","1458944191848","lgc0"
"26923","false","dataResult","43","M","5","B","true","AUB5TFGOE73D9HCNWV28","[object Object]","[object Object]","NA","NA","1458944194008","lgc0"
"41679","false","dataResult","28","F","5","B","true","AUTLKGUVH5BMDQ28EZJW","[object Object]","[object Object]","NA","NA","1458944208657","lgc0"
