"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
18476,"false","dataResult",30,"F",1,"B","true","AUDYK9RW2NCUAIHTJ5OZ","[object Object]","[object Object]","NA","NA",1519763313186,"lgc0"
21338,"false","dataResult",27,"M",7,"A","true","AUE7VNLDBM1OF2YJT09P","[object Object]","[object Object]","NA","NA",1519763315972,"lgc0"
50363,"false","dataResult",24,"F",2,"B","true","AUDNKE1W9XO4Q7LPYF6R","[object Object]","[object Object]","NA","NA",1519763345208,"lgc0"
