"time","timeup","module","arrayAnsers","done","player","stage","stage","step","round","timestamp","session"
20700,"false","questionary3",18,"true","AUDYK9RW2NCUAIHTJ5OZ","[object Object]","[object Object]","NA","NA",1519763448788,"lgc0"
26198,"false","questionary3",12,"true","AUE7VNLDBM1OF2YJT09P","[object Object]","[object Object]","NA","NA",1519763454375,"lgc0"
41762,"false","questionary3",7,"true","AUDNKE1W9XO4Q7LPYF6R","[object Object]","[object Object]","NA","NA",1519763469658,"lgc0"
