access, exit, bonus, terminated
AUDNKE1W9XO4Q7LPYF6R, E2saBKmAEfbrnLCF, 3775, false
AUDYK9RW2NCUAIHTJ5OZ, EYCQgpilw0afct4y, 2910, false
AUE7VNLDBM1OF2YJT09P, E8WuZE657fRQrvaP, 3465, false
