"time","timeup","module","totalEarnings","finalEarnings","done","player","stage","stage","step","round","timestamp","session"
6161,"false","Module0","NA",0,"true","AUNLB8P3AS4WDT2IHZ7Q","[object Object]","[object Object]","NA","NA",1506264577684,"lgc0"
12303,"false","Module1","NA",0,"true","AUKVJS508X7CIWHQPOAN","[object Object]","[object Object]","NA","NA",1506264583025,"lgc0"
14900,"false","Module1","NA",0,"true","AU5YO6KGZAW1PM0UDVCB","[object Object]","[object Object]","NA","NA",1506264585614,"lgc0"
25837,"false","Module0","NA",0,"true","AUJS4UVNGDCAHI9L5KPT","[object Object]","[object Object]","NA","NA",1506264596989,"lgc0"
