"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
7188,"false","dice",2,2,"true","AU8Y6TNO0KF1W3JVHPB2","[object Object]","[object Object]","NA","NA",1506254977091,"lgc0"
17858,"false","dice",0,6,"true","AUN67FX9EWJ4URSTKH1G","[object Object]","[object Object]","NA","NA",1506254987889,"lgc0"
20700,"false","dice",4,4,"true","AUFKIOJDXE8HPB7Z0VCW","[object Object]","[object Object]","NA","NA",1506254990992,"lgc0"
