"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
17301,"false","dataResult",25,"F",2,"B","true","AU5V28EZIO1TWQG6RLBC","[object Object]","[object Object]","NA","NA",1489618387974,"lgc0"
21987,"false","dataResult",29,"M",6,"A","true","AU1ZORBXWHSV9T54Y8LP","[object Object]","[object Object]","NA","NA",1489618392485,"lgc0"
23025,"false","dataResult",36,"M",2,"A","true","AUVFS52E9L1MHWNPUC38","[object Object]","[object Object]","NA","NA",1489618393535,"lgc0"
30927,"false","dataResult",23,"M",8,"B","true","AUMW1I52BCG8QF37PV4N","[object Object]","[object Object]","NA","NA",1489618401967,"lgc0"
