"time","timeup","value","role","other","module","done","player","stage","stage","step","round","timestamp","session"
7045,"false",1000,"A","AUQFAV4SOW3709TMBJ12","resultModule1","true","AUPSVBTN5HCY9XGZ480J","[object Object]","[object Object]","NA","NA",1512750417725,"lgc0"
17639,"false",15,"B","AUQG89CMDYW5BVISFANP","resultModule1","true","AUPUVWYTE0GD43LONXAI","[object Object]","[object Object]","NA","NA",1512750427836,"lgc0"
30000,"false","NA","NA","NA","NA","true","AUQFAV4SOW3709TMBJ12","[object Object]","[object Object]","NA","NA",1512750440199,"lgc0"
