"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
17308,"false","dataResult",27,"F",5,"B","true","AUPSVBTN5HCY9XGZ480J","[object Object]","[object Object]","NA","NA",1512750315463,"lgc0"
18696,"false","dataResult",35,"F",2,"B","true","AUQFAV4SOW3709TMBJ12","[object Object]","[object Object]","NA","NA",1512750316057,"lgc0"
35858,"false","dataResult",42,"F",7,"B","true","AUPUVWYTE0GD43LONXAI","[object Object]","[object Object]","NA","NA",1512750333288,"lgc0"
