"time","timeup","module","arrayAnswers","0","1","2","3","4","5","6","7","8","9","done","player","stage","stage","step","round","timestamp","session"
33890,"false","Module4","A\,A\,A\,A\,B\,B\,B\,B\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUPSVBTN5HCY9XGZ480J","[object Object]","[object Object]","NA","NA",1512750100707,"lgc0"
36804,"false","Module4","A\,A\,B\,B\,A\,A\,A\,B\,B\,A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUPUVWYTE0GD43LONXAI","[object Object]","[object Object]","NA","NA",1512750103386,"lgc0"
161386,"false","Module4","A\,A\,B\,B\,B\,B\,A\,B\,B\,B","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","true","AUQFAV4SOW3709TMBJ12","[object Object]","[object Object]","NA","NA",1512750227947,"lgc0"
