"time","timeup","module","arrayAnsers","done","player","stage","stage","step","round","timestamp","session"
8470,"false","questionary3",3,"true","AUPSVBTN5HCY9XGZ480J","[object Object]","[object Object]","NA","NA",1512750404248,"lgc0"
11448,"false","questionary3",7,"true","AUQFAV4SOW3709TMBJ12","[object Object]","[object Object]","NA","NA",1512750407684,"lgc0"
14424,"false","questionary3",4,"true","AUPUVWYTE0GD43LONXAI","[object Object]","[object Object]","NA","NA",1512750409876,"lgc0"
