"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
6909,"false","dice",4,5,"true","AUQFAV4SOW3709TMBJ12","[object Object]","[object Object]","NA","NA",1512750282546,"lgc0"
13191,"false","dice",3,3,"true","AUPSVBTN5HCY9XGZ480J","[object Object]","[object Object]","NA","NA",1512750289276,"lgc0"
18915,"false","dice",3,6,"true","AUPUVWYTE0GD43LONXAI","[object Object]","[object Object]","NA","NA",1512750294214,"lgc0"
