access, exit, bonus, terminated
AUPUVWYTE0GD43LONXAI, EaQR6Sf5YTcU1JDw, 3.06, false
AUR9VPBNAGU152CT7J8Y, EJvKEU3MCtNQoyaq, 2.795, false
AUMGLUPE9WF2RY3I4XB1, Ew8JDjkp5mYZPWt9, 1.85, false
AU9Z3FOUKE167DP5Q0IY, EC7LBdVYqrIPNGAS, 1.145, false
