"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
"4752","false","1050","false","315","1050","1050","7","K","1","resultModule2","true","AU9Z3FOUKE167DP5Q0IY","[object Object]","[object Object]","NA","1","1458874934298","lgc0"
"8189","false","750","false","225","750","840","5","K","1","resultModule2","true","AUR9VPBNAGU152CT7J8Y","[object Object]","[object Object]","NA","1","1458874937673","lgc0"
"19079","false","1350","false","405","1350","1260","9","G","1","resultModule2","true","AUPUVWYTE0GD43LONXAI","[object Object]","[object Object]","NA","1","1458874955373","lgc0"
"19585","false","1050","false","315","1050","1050","7","G","1","resultModule2","true","AUMGLUPE9WF2RY3I4XB1","[object Object]","[object Object]","NA","1","1458874956946","lgc0"
